"Időbélyeg"," Mi a kutyája fajtája?","Milyen idős a kutyája?","Milyen színekből áll a kutyája szőre?","Mekkora a kutyája? ","Mekkora a kutyája eledeligénye?","Milyen hosszú a kutyája szőre?","Mennyire göndör a kutyája szőre?","Mennyi ápolást igényel a kutyája?","Milyen gyakran kell a kutyája után a levedlett szőrt eltakarítania?","Mennyi mozgást igényel a kutyája?","Mennyire játékos a kutyája?","Mennyire tanulékony a kutyája? ","Tapasztalatai alapján mennyire alkalmas ez a kutyafajta kisgyermekes családok számára?","Tapasztalatai alapján mennyire alkalmas ez a kutyafajta macskával is rendelkező családok számára?","Milyen gyakran volt egészségügyi problémája a kutyájának?","Mennyire szokott hangos lenni a kutyája?","Mennyire tűri jól a kutyája az egyedüllétet?","Mennyire jellemző a kutyájára, hogy amikor veszélyt érez, megpróbálja megvédeni önt?"
"2024/02/01 12:16:01 du. EET","Puli","Középkorú","fekete","3","3","3","4","4","1","4","5","5","5","5","2","3","2","3"
"2024/02/01 12:16:29 du. EET","Staffordshire bullterrier","Idős","fehér;barna","3","3","1","1","2","3","5","5","4","5","3","2","1","4","5"
"2024/02/01 12:17:19 du. EET","Bullmasztiff","Középkorú","fekete;barna;krémszínű","5","5","2","1","2","2","2","4","4","5","1","2","1","2","2"
"2024/02/01 12:17:27 du. EET","Puli","Idős","fekete","3","2","2","2","2","1","4","2","5","3","3","2","2","1","4"
"2024/02/01 12:19:21 du. EET","Tibeti terrier","Középkorú","fekete;fehér;szürke;barna;sárgásbarna;krémszínű","3","2","5","3","5","3","4","4","5","3","1","2","5","3","3"
"2024/02/01 12:19:40 du. EET","Máltai selyemkutya","Középkorú","fehér","2","3","2","4","3","1","1","4","4","5","2","2","1","1","5"
"2024/02/01 12:19:52 du. EET","Német juhászkutya","Középkorú","fekete;szürke","5","4","3","1","1","3","4","4","5","5","1","3","1","1","3"
"2024/02/01 12:20:12 du. EET","Beagle","Középkorú","fekete;fehér;barna","3","3","1","1","3","4","5","5","5","5","1","3","5","3","1"
"2024/02/01 12:20:19 du. EET","Német juhászkutya","Középkorú","fekete;fehér;sárgásbarna","5","4","2","1","2","2","5","5","5","5","1","1","2","5","5"
"2024/02/01 12:20:23 du. EET","foxterrier","Kölyök","fekete;fehér;barna","2","2","3","4","3","2","5","5","5","3","2","1","3","5","4"
"2024/02/01 12:20:39 du. EET","Szamojéd","Középkorú","fehér","3","3","4","1","3","5","4","5","4","5","4","2","4","3","3"
"2024/02/01 12:21:00 du. EET","Ausztrál juhászkutya","Középkorú","fekete;fehér;szürke;krémszínű","3","2","4","3","4","4","5","5","5","3","3","1","1","3","1"
"2024/02/01 12:22:17 du. EET","Akita","Kölyök","vörös","4","3","5","1","5","5","4","4","3","4","1","3","3","1","3"
"2024/02/01 12:23:15 du. EET","Tacskó","Kölyök","fekete;barna","1","3","1","1","1","3","5","5","5","5","3","2","3","2","3"
"2024/02/01 12:23:47 du. EET","Francia bulldog","Középkorú","fekete;fehér;barna;vörös","3","3","1","1","4","4","4","5","4","5","5","1","3","5","4"
"2024/02/01 12:24:26 du. EET","Tacskó","Középkorú","fekete;vörös","1","3","2","2","4","2","3","4","4","5","1","2","2","4","5"
"2024/02/01 12:24:43 du. EET","Jack Russell terrier","Kölyök","fekete;fehér;sárgásbarna","2","2","1","2","3","3","5","5","5","5","4","2","2","5","3"
"2024/02/01 12:25:16 du. EET","Máltai selyemkutya","Középkorú","fehér","1","1","3","2","5","1","1","2","5","3","3","1","2","2","5"
"2024/02/01 12:25:37 du. EET","Bullmasztiff","Kölyök","krémszínű","5","3","1","1","1","3","3","5","5","5","5","1","3","5","4"
"2024/02/01 12:25:54 du. EET","Máltai selyemkutya","Középkorú","fehér","2","2","3","1","3","1","3","5","3","3","5","1","4","1","5"
"2024/02/01 12:25:59 du. EET","Tibeti terrier","Középkorú","fekete;fehér","2","2","4","2","4","1","3","3","5","5","5","1","1","2","4"
"2024/02/01 12:26:36 du. EET","Máltai selyemkutya","Középkorú","fehér","2","3","2","2","3","3","3","5","3","4","2","2","4","5","5"
"2024/02/01 12:27:07 du. EET","Francia bulldog","Középkorú","sárgásbarna","2","3","1","1","4","4","3","2","3","5","5","3","2","3","4"
"2024/02/01 12:27:35 du. EET","Shiba Inu","Kölyök","vörös","2","3","2","1","2","2","5","5","5","5","4","1","1","1","2"
"2024/02/01 12:28:10 du. EET","Csivava","Középkorú","fehér;krémszínű","2","3","1","1","1","3","2","3","5","3","1","3","5","3","5"
"2024/02/01 12:28:10 du. EET","Beagle","Középkorú","fekete;fehér;sárgásbarna","3","5","1","1","1","4","5","4","5","3","5","2","2","4","3"
"2024/02/01 12:28:19 du. EET","Border collie","Középkorú","fekete;fehér","3","2","2","1","3","3","3","5","5","4","3","1","1","4","5"
"2024/02/01 12:28:49 du. EET","Csivava","Középkorú","sárgásbarna","3","2","1","1","1","2","3","3","3","4","5","2","2","1","4"
"2024/02/01 12:29:36 du. EET","Tibeti terrier","Idős","fekete;fehér","2","3","5","3","5","2","5","3","5","5","5","5","1","3","4"
"2024/02/01 12:29:42 du. EET","Francia bulldog","Középkorú","fehér;szürke;barna;krémszínű","4","3","2","1","3","2","2","4","4","5","4","2","1","4","3"
"2024/02/01 12:29:42 du. EET","Dalmata","Kölyök","fekete;fehér","5","3","1","1","2","3","5","5","5","3","4","5","2","4","2"
"2024/02/01 12:29:43 du. EET","Tibeti terrier","Középkorú","fekete;fehér","2","2","4","3","4","3","3","4","5","5","2","2","3","4","3"
"2024/02/01 12:29:54 du. EET","Csivava","Középkorú","fehér","5","5","5","2","3","4","2","4","2","1","2","3","1","3","1"
"2024/02/01 12:29:54 du. EET","Labrador retriever","Középkorú","barna","4","3","2","2","2","2","3","5","5","5","3","2","1","4","1"
"2024/02/01 12:30:11 du. EET","Mopsz","Középkorú","krémszínű","2","3","2","1","1","5","3","4","3","5","5","2","3","4","1"
"2024/02/01 12:30:17 du. EET","Tacskó","Középkorú","barna;sárgásbarna","2","3","1","1","2","3","3","4","3","3","1","2","3","4","3"
"2024/02/01 12:30:34 du. EET","Alaszkai malamut","Középkorú","fekete;fehér;szürke","5","4","4","1","3","5","5","5","4","4","5","3","2","3","3"
"2024/02/01 12:31:25 du. EET","Német juhászkutya","Középkorú","fekete;fehér;szürke;barna;vörös","4","4","2","1","3","4","5","5","4","4","1","2","4","2","5"
"2024/02/01 12:32:31 du. EET","Alaszkai malamut","Középkorú","fehér;szürke","4","4","3","1","1","5","5","5","4","4","2","1","4","2","3"
"2024/02/01 12:32:55 du. EET","Máltai selyemkutya","Középkorú","fehér","2","3","3","5","4","1","3","4","3","3","3","5","4","1","3"
"2024/02/01 12:34:18 du. EET","Máltai selyemkutya","Kölyök","fehér","4","2","3","1","5","3","5","5","3","1","3","1","3","5","5"
"2024/02/01 12:34:22 du. EET","Labrador retriever","Középkorú","krémszínű","3","3","1","2","5","1","2","5","5","3","3","5","1","5","1"
"2024/02/01 12:34:34 du. EET","Német juhászkutya","Idős","fekete;barna","3","4","3","1","3","3","3","4","4","4","4","5","5","4","4"
"2024/02/01 12:34:42 du. EET","Bichon","Kölyök","fehér","2","3","3","1","4","1","2","2","3","3","3","4","4","3","3"
"2024/02/01 12:35:26 du. EET","Csivava","Középkorú","krémszínű","1","1","1","1","1","1","3","4","3","2","3","3","4","4","5"
"2024/02/01 12:35:51 du. EET","Német juhászkutya","Középkorú","fekete;barna;vörös","5","3","5","2","4","3","5","4","4","5","1","3","3","4","4"
"2024/02/01 12:35:54 du. EET","Shiba Inu","Középkorú","fekete;fehér;krémszínű","2","2","2","1","2","2","1","2","4","5","1","2","2","4","4"
"2024/02/01 12:36:16 du. EET","Boxer","Idős","fekete;barna;sárgásbarna","3","4","1","1","1","2","5","5","5","5","3","2","3","2","4"
"2024/02/01 12:36:52 du. EET","Keverék","Középkorú","fekete;fehér;barna","3","4","3","1","2","2","4","4","4","3","3","1","2","5","3"
"2024/02/01 12:37:26 du. EET","Basset hound","Kölyök","fekete;fehér;barna","3","4","2","1","2","4","3","5","4","4","3","3","1","3","2"
"2024/02/01 12:37:29 du. EET","Csivava","Idős","barna","1","1","2","1","2","2","1","1","3","1","1","4","1","5","3"
"2024/02/01 12:37:58 du. EET","Ausztrál juhászkutya","Középkorú","fekete;fehér;barna","3","2","4","4","3","4","4","3","5","5","5","2","4","3","4"
"2024/02/01 12:38:16 du. EET","Francia bulldog","Kölyök","szürke;krémszínű","2","4","1","1","1","1","3","5","2","5","5","1","4","5","1"
"2024/02/01 12:38:24 du. EET","Labrador retriever","Középkorú","fekete","3","3","2","2","3","3","5","5","4","5","4","1","2","4","5"
"2024/02/01 12:39:51 du. EET","Bernáthegyi","Kölyök","fekete;fehér;barna","5","4","3","3","3","4","2","4","4","3","4","2","1","3","3"
"2024/02/01 12:40:41 du. EET","Labrador retriever","Kölyök","fekete","4","3","3","1","1","2","4","5","5","5","5","2","1","4","2"
"2024/02/01 12:41:01 du. EET","Német juhászkutya","Középkorú","fekete;barna;sárgásbarna","5","4","4","1","3","5","5","5","5","5","1","2","5","1","5"
"2024/02/01 12:41:39 du. EET","Border collie","Kölyök","fekete;fehér","3","4","5","1","5","5","5","5","5","5","3","1","2","4","4"
"2024/02/01 12:42:32 du. EET","Bullmasztiff","Középkorú","vörös","3","4","1","1","1","1","2","4","3","5","2","2","2","3","3"
"2024/02/01 12:42:32 du. EET","Máltai selyemkutya","Középkorú","fehér","3","2","3","3","2","1","2","2","5","3","3","1","1","5","5"
"2024/02/01 12:43:54 du. EET","Jack Russell terrier","Középkorú","fehér;barna","3","4","1","1","2","5","5","5","5","5","5","3","4","4","5"
"2024/02/01 12:44:08 du. EET","Ír szetter","Középkorú","vörös","5","3","4","3","5","4","4","5","5","5","1","2","2","4","4"
"2024/02/01 12:44:30 du. EET","Beagle","Idős","fekete;fehér;barna","5","4","2","1","3","4","5","4","4","4","3","4","3","1","2"
"2024/02/01 12:44:35 du. EET","Francia bulldog","Kölyök","barna","1","3","1","1","2","4","4","4","3","5","3","2","2","4","4"
"2024/02/01 12:44:59 du. EET","Ausztrál juhászkutya","Kölyök","fekete;fehér;szürke;barna;sárgásbarna;krémszínű","4","4","5","2","5","5","5","5","5","4","2","2","4","3","5"
"2024/02/01 12:45:06 du. EET","Bullterrier","Kölyök","fekete;fehér;vörös","3","4","2","1","2","3","4","5","4","5","3","4","3","3","4"
"2024/02/01 12:46:30 du. EET","Máltai selyemkutya","Középkorú","fehér;sárgásbarna","3","4","3","2","4","1","3","2","2","5","2","4","2","2","4"
"2024/02/01 12:46:56 du. EET","Dán dog","Idős","fekete","4","4","1","1","4","5","3","5","5","5","4","5","3","2","5"
"2024/02/01 12:47:19 du. EET","Bullmasztiff","Idős","sárgásbarna","4","5","1","1","3","3","3","5","4","2","1","5","1","1","5"
"2024/02/01 12:47:58 du. EET","Ausztrál juhászkutya","Középkorú","fekete;fehér;szürke;barna","3","3","4","2","4","5","4","5","5","5","5","2","4","4","3"
"2024/02/01 12:48:04 du. EET","Csivava","Középkorú","fehér","2","3","1","1","3","3","2","3","3","3","3","2","1","3","5"
"2024/02/01 12:48:22 du. EET","Francia bulldog","Középkorú","sárgásbarna","2","5","1","1","2","1","2","3","3","5","3","1","2","3","1"
"2024/02/01 12:48:38 du. EET","Német juhászkutya","Idős","fekete;fehér;barna;sárgásbarna","4","3","3","1","2","3","4","5","5","5","2","3","3","3","5"
"2024/02/01 12:48:42 du. EET","Dán dog","Idős","sárgásbarna","5","3","1","1","2","3","3","3","5","1","1","5","3","2","5"
"2024/02/01 12:49:14 du. EET","Törpespicc","Középkorú","barna;sárgásbarna;vörös","1","3","5","1","3","3","5","5","5","5","5","1","3","4","4"
"2024/02/01 12:49:20 du. EET","Keverék","Középkorú","krémszínű","3","4","3","1","3","5","4","4","4","3","1","3","2","3","3"
"2024/02/01 12:50:29 du. EET","Malinois","Középkorú","fekete;barna;sárgásbarna","4","4","1","1","1","2","5","5","5","2","4","2","2","2","4"
"2024/02/01 12:50:35 du. EET","Amerikai staffordshire terrier","Kölyök","fehér","3","4","1","1","1","2","5","5","5","5","3","1","2","3","2"
"2024/02/01 12:50:36 du. EET","Csivava","Kölyök","szürke;sárgásbarna","1","2","1","1","1","1","5","3","5","4","1","1","1","5","5"
"2024/02/01 12:50:50 du. EET","Jack Russell terrier","Idős","fehér;barna","4","2","3","1","3","5","3","1","5","5","3","2","3","3","3"
"2024/02/01 12:51:50 du. EET","Shiba Inu","Középkorú","fehér;vörös","2","3","2","1","5","5","5","5","5","4","3","1","1","4","2"
"2024/02/01 12:52:22 du. EET","Német juhászkutya","Középkorú","fekete;barna","5","3","3","1","4","3","3","4","5","5","1","1","4","5","5"
"2024/02/01 12:52:34 du. EET","Keverék","Középkorú","fekete;fehér","3","3","2","2","1","1","2","4","4","5","5","1","1","4","1"
"2024/02/01 12:52:36 du. EET","Rottweiler","Középkorú","fekete;vörös","4","3","2","1","1","2","4","4","5","5","3","3","2","4","5"
"2024/02/01 12:54:05 du. EET","Rottweiler","Középkorú","fekete;barna;vörös","4","3","2","1","1","1","4","4","5","5","1","2","1","5","5"
"2024/02/01 12:55:26 du. EET","Tibeti terrier","Középkorú","barna;sárgásbarna;vörös;krémszínű","4","3","5","3","5","2","3","3","3","5","1","1","4","2","3"
"2024/02/01 12:56:02 du. EET","Mopsz","Középkorú","sárgásbarna","2","3","3","1","3","5","2","4","3","5","4","2","4","2","5"
"2024/02/01 12:56:13 du. EET","Tibeti terrier","Középkorú","fehér;barna","2","3","4","3","5","4","3","5","4","5","4","2","3","3","4"
"2024/02/01 12:57:00 du. EET","Német juhászkutya","Idős","fekete;sárgásbarna;krémszínű","5","3","2","1","1","3","5","5","5","5","1","3","5","3","5"
"2024/02/01 12:57:10 du. EET","Rottweiler","Középkorú","fekete;vörös","5","5","1","1","2","1","5","5","5","5","1","3","1","3","5"
"2024/02/01 12:57:13 du. EET","Francia bulldog","Középkorú","barna;krémszínű","2","2","1","1","2","2","2","5","4","4","3","4","2","4","3"
"2024/02/01 12:57:27 du. EET","Staffordshire bullterrier","Középkorú","vörös","3","3","1","1","1","1","5","5","5","5","4","1","2","3","4"
"2024/02/01 12:57:33 du. EET","Puli","Idős","fekete","3","3","4","5","2","1","3","3","4","4","4","1","3","5","2"
"2024/02/01 12:58:36 du. EET","Puli","Középkorú","fehér","3","3","3","4","3","4","5","4","3","2","1","1","4","4","4"
"2024/02/01 12:59:53 du. EET","Bullterrier","Idős","fehér;barna","3","2","1","1","1","4","2","3","2","4","2","2","1","5","1"
"2024/02/01 1:00:16 du. EET","Német juhászkutya","Középkorú","fekete;barna;sárgásbarna;vörös","5","5","3","1","1","4","5","5","5","5","5","2","3","3","4"
"2024/02/01 1:00:35 du. EET","Csivava","Középkorú","sárgásbarna","3","5","1","1","3","5","5","5","1","3","3","3","3","3","5"
"2024/02/01 1:00:40 du. EET","Német juhászkutya","Középkorú","fekete;sárgásbarna;vörös","4","3","3","1","3","3","5","5","5","5","3","1","3","5","3"
"2024/02/01 1:01:13 du. EET","Csivava","Középkorú","krémszínű","3","2","3","1","3","3","2","2","4","1","2","2","2","4","5"
"2024/02/01 1:02:16 du. EET","Keverék","Idős","fehér","2","2","3","3","2","5","1","1","5","5","1","3","2","3","3"
"2024/02/01 1:03:40 du. EET","Labrador retriever","Idős","fekete","3","5","3","1","2","2","5","5","4","5","2","2","1","3","2"
"2024/02/01 1:04:42 du. EET","Német juhászkutya","Kölyök","fekete","4","4","3","1","2","3","4","3","4","4","2","2","3","4","4"
"2024/02/01 1:05:03 du. EET","Francia bulldog","Középkorú","szürke","2","5","1","1","3","5","3","5","3","5","3","5","3","1","4"
"2024/02/01 1:05:21 du. EET","Francia bulldog","Kölyök","fekete;fehér;krémszínű","2","2","1","1","2","1","3","5","5","4","3","2","2","3","1"
"2024/02/01 1:05:48 du. EET","Jack Russell terrier","Középkorú","fekete;fehér;barna","3","3","3","2","1","4","3","3","3","4","1","1","2","4","3"
"2024/02/01 1:06:13 du. EET","foxterrier","Középkorú","fekete;fehér;szürke;barna","2","2","3","5","5","1","5","5","5","5","2","1","3","4","3"
"2024/02/01 1:06:23 du. EET","Shar pei","Középkorú","vörös","3","4","2","1","1","4","2","2","3","5","4","1","1","4","3"
"2024/02/01 1:06:50 du. EET","Boxer","Középkorú","fekete;fehér;barna","3","4","1","1","1","1","5","1","5","3","1","2","1","3","5"
"2024/02/01 1:06:52 du. EET","Yorkshire terrier","Idős","fekete;fehér;barna;sárgásbarna;krémszínű","1","3","3","1","4","1","1","4","3","3","5","2","2","5","3"
"2024/02/01 1:06:52 du. EET","Puli","Középkorú","fehér","3","3","5","5","5","5","4","5","5","5","4","1","3","3","5"
"2024/02/01 1:07:43 du. EET","Keverék","Középkorú","vörös","2","3","4","1","4","1","1","1","3","2","5","3","2","1","5"
"2024/02/01 1:08:07 du. EET","Bullterrier","Kölyök","fehér;barna","4","4","1","1","2","3","5","5","2","3","3","4","4","5","1"
"2024/02/01 1:08:13 du. EET","Keverék","Középkorú","fekete","4","3","2","1","1","4","5","5","5","5","3","2","3","5","5"
"2024/02/01 1:08:24 du. EET","Csivava","Középkorú","fehér;krémszínű","3","4","1","1","1","1","2","3","4","1","4","5","2","5","3"
"2024/02/01 1:09:04 du. EET","Labrador retriever","Kölyök","krémszínű","4","4","2","1","1","2","5","5","5","5","3","1","1","3","3"
"2024/02/01 1:09:53 du. EET","Shiba Inu","Középkorú","fekete;fehér","3","3","4","2","2","3","4","3","3","2","1","2","2","5","3"
"2024/02/01 1:10:29 du. EET","Boxer","Középkorú","fekete;fehér;barna","4","2","2","1","1","2","4","5","4","5","4","5","2","5","2"
"2024/02/01 1:10:32 du. EET","Keverék","Idős","fekete;barna","2","3","1","1","1","4","1","1","2","4","5","1","3","4","5"
"2024/02/01 1:10:41 du. EET","Border collie","Kölyök","fekete;fehér;szürke","3","3","3","1","3","5","5","4","5","4","5","2","4","4","4"
"2024/02/01 1:11:22 du. EET","Puli","Középkorú","fekete","3","3","4","4","2","1","5","5","5","5","5","1","4","5","4"
"2024/02/01 1:12:11 du. EET","Shar pei","Középkorú","vörös","3","3","2","1","1","2","3","5","3","4","3","2","2","4","2"
"2024/02/01 1:12:15 du. EET","Csivava","Középkorú","fehér;barna;sárgásbarna","1","1","1","1","1","1","3","5","3","5","1","1","2","5","3"
"2024/02/01 1:12:28 du. EET","Basset hound","Középkorú","fekete;fehér;barna","5","5","1","1","3","5","3","3","3","5","5","2","2","5","2"
"2024/02/01 1:12:45 du. EET","Jack Russell terrier","Középkorú","fekete;fehér;barna","3","3","1","1","1","3","3","3","3","4","2","2","4","1","3"
"2024/02/01 1:13:33 du. EET","Francia bulldog","Középkorú","fekete;fehér","2","3","2","1","2","2","4","5","4","5","5","4","1","3","4"
"2024/02/01 1:13:35 du. EET","Csivava","Kölyök","fekete;fehér","1","1","1","1","2","1","2","4","3","5","5","1","1","2","4"
"2024/02/01 1:13:40 du. EET","foxterrier","Középkorú","fekete;fehér;vörös","3","3","3","2","2","4","4","4","4","4","1","2","3","5","3"
"2024/02/01 1:13:44 du. EET","Amerikai staffordshire terrier","Középkorú","szürke","4","3","1","1","1","3","4","5","5","5","1","2","1","3","5"
"2024/02/01 1:13:58 du. EET","Francia bulldog","Középkorú","fekete;fehér;szürke","3","5","3","1","3","2","4","5","3","4","3","3","3","4","5"
"2024/02/01 1:13:59 du. EET","Puli","Középkorú","fekete","3","3","3","3","2","3","2","4","3","5","1","2","2","2","4"
"2024/02/01 1:14:12 du. EET","Tibeti terrier","Középkorú","fekete;fehér","3","4","4","3","5","2","5","5","4","5","4","3","5","4","5"
"2024/02/01 1:14:24 du. EET","Dán dog","Középkorú","fekete;fehér","4","5","1","1","1","5","5","5","4","4","5","1","1","3","3"
"2024/02/01 1:14:41 du. EET","Máltai selyemkutya","Középkorú","fehér","2","4","2","2","4","1","5","5","5","4","4","2","3","2","1"
"2024/02/01 1:15:13 du. EET","Máltai selyemkutya","Kölyök","fehér","2","2","2","1","3","2","3","3","3","3","2","1","3","5","4"
"2024/02/01 1:15:27 du. EET","Labrador retriever","Középkorú","sárgásbarna","4","4","2","1","2","3","5","5","4","4","3","1","1","2","3"
"2024/02/01 1:16:00 du. EET","Shiba Inu","Kölyök","vörös","3","3","2","1","3","5","3","4","4","2","3","2","2","3","4"
"2024/02/01 1:16:56 du. EET","Schnauzer","Középkorú","fekete","2","2","3","3","3","1","5","5","5","3","1","2","2","2","1"
"2024/02/01 1:17:54 du. EET","Német juhászkutya","Középkorú","fekete;sárgásbarna","5","4","4","1","2","4","5","5","5","5","1","2","5","5","5"
"2024/02/01 1:18:22 du. EET","Shar pei","Középkorú","sárgásbarna","3","5","1","1","2","2","3","5","3","4","1","5","3","3","3"
"2024/02/01 1:18:46 du. EET","Schnauzer","Középkorú","fehér;szürke","1","3","5","2","5","1","5","5","5","4","3","1","5","5","5"
"2024/02/01 1:18:49 du. EET","Rottweiler","Középkorú","fekete;sárgásbarna","5","4","1","1","3","4","5","5","5","5","5","2","3","4","5"
